0.000	30.000	0.393	8.918	29.607
0.010	30.000	0.393	9.545	29.607
0.020	30.000	1.963	9.700	28.037
0.030	30.000	3.142	9.939	26.858
0.040	30.000	4.320	10.000	25.680
0.050	30.000	6.283	10.000	23.717
0.060	30.000	7.069	10.000	22.931
0.070	30.000	8.639	10.000	21.361
0.080	30.000	9.817	10.000	20.183
0.090	30.000	11.388	10.000	18.612
0.100	30.000	12.566	10.000	17.434
0.110	30.000	13.744	10.000	16.256
0.120	30.000	15.315	10.000	14.685
0.130	30.000	16.101	10.000	13.899
0.140	30.000	18.064	10.000	11.936
0.150	30.000	18.850	10.000	11.150
0.160	30.000	20.420	9.923	9.580
0.170	30.000	21.206	9.889	8.794
0.180	30.000	22.777	9.603	7.223
0.190	30.000	23.955	9.401	6.045
0.200	30.000	25.133	9.174	4.867
0.210	30.000	26.311	8.923	3.689
0.220	30.000	27.096	8.764	2.904
0.230	30.000	28.274	8.471	1.726
0.240	30.000	29.452	8.153	0.548
0.250	30.000	30.238	7.928	-0.238
0.260	30.000	31.023	7.686	-1.023
0.270	30.000	31.809	7.428	-1.809
0.280	30.000	32.987	7.035	-2.987
0.290	30.000	33.772	6.735	-3.772
0.300	30.000	34.165	6.537	-4.165
0.310	30.000	35.343	6.093	-5.343
0.320	30.000	35.736	5.862	-5.736
0.330	30.000	36.521	5.504	-6.521
0.340	30.000	36.914	5.247	-6.914
0.350	30.000	37.306	4.982	-7.306
0.360	30.000	38.092	4.591	-8.092
0.370	30.000	38.877	4.183	-8.877
0.380	30.000	38.485	4.113	-8.485
0.390	30.000	39.270	3.696	-9.270
0.400	30.000	39.663	3.382	-9.663
0.410	30.000	39.663	3.177	-9.663
0.420	30.000	40.448	2.735	-10.448
0.430	30.000	40.055	2.632	-10.055
0.440	30.000	40.448	2.301	-10.448
0.450	30.000	40.841	1.961	-10.841
0.460	30.000	40.448	1.849	-10.448
0.470	30.000	40.841	1.510	-10.841
0.480	30.000	40.841	1.280	-10.841
0.490	30.000	40.841	1.050	-10.841
0.500	30.000	40.841	0.820	-10.841
0.510	30.000	40.448	0.709	-10.448
0.520	30.000	40.841	0.369	-10.841
0.530	30.000	40.448	0.257	-10.448
0.540	30.000	40.448	0.036	-10.448
0.550	30.000	40.448	-0.186	-10.448
0.560	30.000	40.055	-0.289	-10.055
0.570	30.000	40.055	-0.502	-10.055
0.580	30.000	39.663	-0.597	-9.663
0.590	30.000	39.270	-0.684	-9.270
0.600	30.000	39.270	-0.880	-9.270
0.610	30.000	38.877	-0.958	-8.877
0.620	30.000	38.092	-0.910	-8.092
0.630	30.000	38.485	-1.200	-8.485
0.640	30.000	37.699	-1.143	-7.699
0.650	30.000	37.306	-1.188	-7.306
0.660	30.000	37.306	-1.343	-7.306
0.670	30.000	36.521	-1.261	-6.521
0.680	30.000	36.128	-1.281	-6.128
0.690	30.000	36.128	-1.411	-6.128
0.700	30.000	35.343	-1.305	-5.343
0.710	30.000	34.950	-1.300	-4.950
0.720	30.000	34.950	-1.404	-4.950
0.730	30.000	34.165	-1.273	-4.165
0.740	30.000	34.165	-1.361	-4.165
0.750	30.000	33.379	-1.213	-3.379
0.760	30.000	32.987	-1.166	-2.987
0.770	30.000	32.987	-1.230	-2.987
0.780	30.000	32.594	-1.175	-2.594
0.790	30.000	31.809	-0.993	-1.809
0.800	30.000	32.201	-1.150	-2.201
0.810	30.000	31.416	-0.960	-1.416
0.820	30.000	31.023	-0.871	-1.023
0.830	30.000	31.023	-0.893	-1.023
0.840	30.000	30.238	-0.678	-0.238
0.850	30.000	30.631	-0.802	-0.631
0.860	30.000	29.845	-0.578	0.155
0.870	30.000	29.845	-0.575	0.155
0.880	30.000	29.453	-0.454	0.547
0.890	30.000	29.453	-0.442	0.547
0.900	30.000	29.060	-0.312	0.940
0.910	30.000	29.060	-0.292	0.940
0.920	30.000	28.667	-0.154	1.333
0.930	30.000	28.667	-0.126	1.333
0.940	30.000	28.667	-0.097	1.333
0.950	30.000	28.274	0.049	1.726
0.960	30.000	28.274	0.086	1.726
0.970	30.000	27.882	0.241	2.118
0.980	30.000	28.274	0.167	1.726
0.990	30.000	27.882	0.322	2.118
1.000	30.000	27.882	0.367	2.118
1.010	30.000	27.882	0.412	2.118
1.020	30.000	27.489	0.575	2.511
1.030	30.000	27.882	0.510	2.118
1.040	30.000	27.489	0.673	2.511
1.050	30.000	27.882	0.608	2.118
