6.880	52.622	1.002
6.890	52.622	1.010
6.900	51.836	1.025
6.910	51.836	1.045
6.920	52.229	1.072
6.930	51.836	1.105
6.940	51.836	1.144
6.950	51.443	1.188
6.960	51.836	1.237
6.970	51.443	1.291
6.980	51.444	1.350
6.990	51.051	1.412
7.000	51.443	1.479
7.010	51.051	1.549
7.020	51.051	1.622
7.030	51.051	1.697
7.040	51.051	1.774
7.050	51.051	1.852
7.060	51.051	1.932
7.070	51.051	2.012
7.080	51.051	2.092
7.090	51.051	2.171
7.100	51.051	2.249
7.110	51.051	2.326
7.120	51.444	2.400
7.130	51.051	2.472
7.140	51.051	2.541
7.150	51.443	2.607
7.160	51.443	2.668
7.170	51.443	2.726
7.180	51.444	2.778
7.190	51.836	2.826
7.200	51.836	2.868
7.210	51.836	2.905
7.220	52.229	2.936
7.230	52.229	2.961
7.240	52.229	2.980
7.250	52.229	2.993
7.260	52.622	2.999
7.270	52.621	2.999
7.280	53.014	2.993
7.290	52.622	2.980
7.300	53.014	2.961
7.310	53.407	2.936
7.320	53.407	2.904
7.330	53.407	2.867
7.340	53.407	2.825
7.350	53.407	2.777
7.360	53.800	2.724
7.370	53.800	2.667
7.380	53.800	2.605
7.390	53.800	2.539
7.400	54.192	2.470
7.410	53.800	2.398
7.420	54.192	2.324
7.430	54.193	2.247
7.440	54.192	2.169
7.450	54.192	2.090
7.460	54.193	2.010
7.470	54.192	1.930
7.480	54.192	1.850
7.490	54.193	1.772
7.500	53.800	1.695
7.510	54.192	1.619
7.520	53.800	1.547
7.530	53.800	1.477
7.540	54.192	1.411
7.550	53.800	1.348
7.560	53.800	1.289
7.570	53.407	1.235
7.580	53.407	1.186
7.590	53.407	1.143
7.600	53.407	1.104
7.610	53.407	1.071
7.620	53.014	1.045
7.630	52.622	1.024
7.640	53.014	1.010
7.650	52.621	1.002
7.660	52.622	1.000
7.670	52.621	1.005
7.680	52.229	1.016
7.690	52.229	1.034
7.700	52.229	1.057
7.710	51.836	1.087
7.720	51.836	1.122
7.730	51.836	1.163
7.740	51.836	1.210
7.750	51.443	1.261
7.760	51.444	1.317
7.770	51.443	1.378
7.780	51.443	1.443
7.790	51.443	1.511
7.800	51.051	1.582
7.810	51.051	1.656
7.820	51.443	1.732
7.830	51.051	1.810
7.840	51.051	1.889
7.850	51.051	1.969
7.860	51.051	2.049
7.870	51.051	2.128
7.880	51.443	2.207
7.890	51.051	2.285
7.900	51.051	2.361
7.910	51.443	2.434
7.920	51.443	2.505
7.930	51.443	2.572
7.940	51.443	2.636
7.950	51.836	2.695
7.960	51.443	2.751
7.970	51.836	2.801
7.980	51.836	2.846
7.990	51.836	2.886
8.000	52.229	2.920
8.010	51.836	2.949
8.020	52.622	2.971
8.030	52.621	2.987
8.040	52.229	2.997
8.050	53.014	3.000
8.060	52.621	2.997
8.070	53.014	2.988
8.080	53.014	2.972
8.090	53.407	2.950
8.100	53.407	2.922
8.110	53.407	2.888
8.120	53.407	2.848
8.130	53.407	2.803
8.140	53.800	2.753
8.150	53.799	2.698
8.160	54.193	2.639
8.170	53.799	2.575
8.180	54.192	2.508
8.190	54.192	2.437
8.200	54.192	2.364
8.210	54.193	2.289
8.220	54.192	2.211
8.230	54.192	2.132
8.240	54.192	2.053
8.250	54.192	1.973
8.260	54.585	1.893
8.270	54.192	1.814
8.280	54.192	1.736
8.290	54.193	1.660
8.300	54.192	1.586
8.310	54.192	1.514
8.320	54.192	1.446
8.330	53.800	1.381
8.340	53.799	1.320
8.350	53.799	1.264
8.360	53.800	1.212
8.370	53.407	1.165
8.380	53.407	1.124
8.390	53.407	1.088
8.400	53.407	1.058
8.410	53.014	1.035
8.420	53.014	1.017
8.430	52.621	1.005
8.440	53.014	1.000
8.450	52.621	1.002
8.460	52.622	1.009
8.470	52.229	1.023
8.480	52.229	1.044
8.490	52.229	1.070
8.500	51.836	1.102
8.510	52.229	1.141
8.520	51.836	1.184
8.530	51.443	1.233
8.540	51.836	1.287
8.550	51.443	1.345
8.560	51.443	1.407
8.570	51.443	1.474
8.580	51.443	1.543
8.590	51.051	1.616
8.600	51.443	1.691
8.610	51.051	1.768
8.620	51.443	1.846
8.630	51.051	1.926
8.640	51.051	2.006
8.650	51.443	2.086
8.660	51.051	2.165
8.670	51.443	2.243
8.680	51.051	2.320
8.690	51.051	2.395
8.700	51.443	2.467
8.710	51.443	2.536
8.720	51.443	2.602
8.730	51.443	2.664
8.740	51.836	2.721
8.750	51.836	2.774
8.760	51.836	2.823
8.770	51.836	2.865
8.780	52.229	2.903
8.790	52.229	2.934
8.800	52.229	2.960
8.810	52.229	2.979
8.820	52.621	2.992
8.830	52.621	2.999
8.840	53.014	2.999
8.850	52.622	2.993
8.860	53.014	2.981
8.870	53.407	2.962
8.880	53.407	2.938
8.890	53.407	2.907
8.900	53.407	2.870
8.910	53.407	2.828
8.920	53.800	2.781
8.930	53.799	2.728
8.940	53.800	2.671
8.950	53.800	2.610
8.960	54.192	2.544
8.970	54.192	2.476
8.980	53.799	2.404
8.990	54.585	2.329
9.000	54.192	2.253
9.010	54.192	2.175
9.020	54.192	2.096
9.030	54.192	2.016
9.040	54.193	1.936
9.050	54.192	1.856
9.060	54.192	1.778
9.070	54.192	1.700
9.080	54.192	1.625
9.090	54.192	1.552
9.100	53.800	1.482
9.110	54.192	1.415
9.120	53.799	1.353
9.130	53.800	1.294
9.140	53.799	1.239
9.150	53.407	1.190
9.160	53.407	1.146
9.170	53.407	1.107
9.180	53.014	1.074
9.190	53.407	1.047
9.200	53.014	1.026
9.210	53.014	1.011
9.220	52.622	1.002
9.230	52.621	1.000
9.240	52.621	1.004
9.250	52.229	1.015
9.260	52.621	1.032
9.270	51.836	1.055
9.280	52.229	1.084
9.290	51.836	1.119
9.300	51.836	1.160
9.310	51.443	1.206
9.320	51.836	1.257
9.330	51.443	1.313
9.340	51.443	1.373
9.350	51.443	1.438
9.360	51.444	1.505
9.370	51.051	1.577
9.380	51.051	1.650
9.390	51.444	1.726
9.400	51.051	1.804
9.410	51.051	1.883
9.420	51.051	1.963
9.430	51.051	2.043
9.440	51.051	2.122
9.450	51.051	2.201
9.460	51.443	2.279
9.470	51.051	2.355
9.480	51.443	2.428
9.490	51.051	2.499
9.500	51.443	2.567
9.510	51.836	2.631
9.520	51.443	2.691
9.530	51.443	2.746
9.540	51.836	2.797
9.550	51.836	2.843
9.560	51.836	2.883
9.570	52.229	2.918
9.580	52.229	2.947
9.590	52.229	2.969
9.600	52.621	2.986
9.610	52.229	2.996
9.620	53.014	3.000
9.630	52.622	2.997
9.640	53.014	2.988
9.650	53.014	2.973
9.660	53.014	2.952
9.670	53.014	2.924
9.680	53.407	2.891
9.690	53.407	2.851
9.700	53.800	2.807
9.710	53.799	2.757
9.720	53.800	2.702
9.730	53.799	2.643
9.740	53.799	2.580
9.750	54.193	2.513
9.760	53.799	2.443
9.770	54.192	2.370
9.780	54.192	2.294
9.790	54.193	2.217
9.800	54.192	2.138
9.810	54.192	2.059
9.820	54.192	1.979
9.830	54.585	1.899
9.840	54.192	1.820
9.850	54.192	1.742
9.860	54.192	1.665
9.870	54.193	1.591
9.880	53.799	1.519
9.890	54.192	1.451
9.900	53.800	1.386
9.910	53.407	1.325
9.920	53.800	1.268
9.930	53.799	1.216
9.940	53.407	1.169
9.950	53.407	1.127
9.960	53.407	1.091
9.970	53.014	1.060
9.980	53.014	1.036
9.990	53.014	1.018
10.000	52.622	1.006
10.010	53.014	1.000
10.020	52.229	1.001
10.030	52.622	1.008
10.040	52.229	1.022
10.050	52.229	1.042
10.060	52.229	1.068
10.070	51.836	1.100
10.080	51.836	1.137
10.090	51.836	1.181
10.100	51.443	1.229
10.110	51.836	1.282
10.120	51.443	1.340
10.130	51.443	1.403
10.140	51.051	1.469
10.150	51.443	1.538
10.160	51.051	1.610
10.170	51.051	1.685
10.180	51.444	1.762
10.190	51.051	1.840
10.200	51.051	1.920
10.210	51.051	2.000
10.220	51.051	2.080
10.230	51.051	2.159
10.240	51.444	2.237
10.250	51.051	2.314
10.260	51.051	2.389
10.270	51.444	2.462
10.280	51.051	2.531
10.290	51.444	2.597
10.300	51.836	2.659
10.310	51.444	2.717
10.320	51.836	2.771
10.330	51.444	2.819
10.340	51.836	2.862
10.350	52.229	2.900
10.360	51.836	2.932
10.370	52.229	2.958
10.380	52.229	2.978
10.390	52.622	2.991
10.400	52.622	2.999
10.410	52.621	3.000
10.420	53.014	2.994
10.430	52.622	2.982
10.440	53.407	2.964
10.450	53.407	2.940
10.460	53.014	2.909
10.470	53.407	2.873
10.480	53.407	2.832
10.490	53.800	2.784
10.500	53.407	2.732
10.510	53.800	2.676
10.520	54.192	2.615
10.530	53.800	2.550
10.540	54.192	2.481
10.550	54.193	2.409
10.560	53.799	2.335
10.570	54.193	2.259
10.580	54.192	2.181
10.590	54.192	2.102
10.600	54.193	2.022
10.610	54.192	1.942
10.620	54.192	1.862
10.630	54.193	1.784
10.640	53.800	1.706
10.650	54.192	1.631
10.660	54.192	1.558
10.670	53.800	1.487
10.680	53.800	1.420
10.690	53.800	1.357
10.700	53.800	1.298
10.710	53.407	1.243
10.720	53.800	1.194
10.730	53.407	1.149
10.740	53.014	1.110
10.750	53.407	1.076
10.760	53.014	1.048
10.770	53.014	1.027
10.780	53.014	1.012
10.790	52.622	1.003
10.800	52.622	1.000
10.810	52.622	1.004
10.820	52.229	1.014
10.830	52.229	1.030
10.840	51.836	1.053
10.850	52.229	1.082
10.860	51.836	1.116
10.870	51.836	1.157
10.880	51.443	1.202
10.890	51.836	1.253
10.900	51.443	1.309
10.910	51.444	1.369
10.920	51.443	1.433
10.930	51.051	1.500
10.940	51.443	1.571
10.950	51.051	1.645
10.960	51.051	1.720
10.970	51.051	1.798
10.980	51.051	1.877
10.990	51.051	1.957
11.000	51.051	2.037
11.010	51.051	2.116
11.020	51.444	2.195
11.030	51.051	2.273
11.040	51.051	2.349
11.050	51.443	2.423
11.060	51.051	2.494
11.070	51.444	2.562
11.080	51.443	2.626
11.090	51.444	2.687
11.100	51.443	2.742
11.110	51.836	2.794
11.120	51.836	2.840
11.130	51.836	2.880
11.140	52.229	2.915
